# ----------------------------------------
# wiki.ubc.ca
# Math Exam Resource Wiki
# 20120101-20140430
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Users,Avg. Time on Page,Pages / Session,Session Duration
/Science:Math_Exam_Resources/Courses/MATH103/April_2013/Question_01_(a),1415,1122,687,00:02:28,12.09,63:58:33
/Science:Math_Exam_Resources/Courses/MATH103/April_2013/Question_01_(c),1407,1150,671,00:04:41,20.69,31:26:39
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_01_(b),1403,1262,945,00:02:09,26.98,34:33:39
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_03_(a),1403,1299,1001,00:02:40,26.98,17:22:35
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_09_(a),1399,1266,892,00:03:43,15.90,46:27:27
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_04_(b),1395,1226,933,00:03:46,19.38,30:58:10
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_01_(c),1387,1291,981,00:03:50,43.34,15:31:26
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_10_(a),1387,1202,888,00:03:54,21.67,26:05:26
/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_1_(b),1383,1114,844,00:03:15,21.61,49:59:07
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_7,1375,1206,953,00:06:03,9.75,69:21:23
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_11,1371,1190,909,00:05:05,11.33,85:44:28
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_1_(a),1367,1186,884,00:03:11,14.86,51:52:42
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_09_(b),1351,1250,929,00:03:51,25.98,29:50:58
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_9_(c),1339,1162,985,00:04:07,11.44,42:35:57
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_10_(b),1327,1150,844,00:06:01,47.39,16:44:36
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_9_(a),1327,1142,921,00:02:38,13.14,30:12:04
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_08,1307,1154,868,00:07:49,11.57,83:43:44
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_5_(a),1295,1106,868,00:02:21,16.19,31:03:16
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_9_(e),1286,997,844,00:03:01,15.31,13:02:41
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_4,1278,1098,856,00:02:58,17.75,59:46:49
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(b),1270,1098,880,00:02:08,28.86,26:13:32
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_6,1270,1061,820,00:04:31,18.68,30:57:42
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_1_(a),1262,1069,836,00:03:07,11.17,64:14:18
